"","auth_ID","file_ID","timestamp"
"65",6,"doi:10.7281/T1/KOTDPY/8636",2024-08-30 14:03:32
"66",6,"doi:10.7281/T1/KOTDPY/8637",2024-08-30 14:03:32
"67",6,"doi:10.7281/T1/KOTDPY/8638",2024-08-30 14:03:32
"68",6,"doi:10.7281/T1/KOTDPY/8639",2024-08-30 14:03:32
"69",6,"doi:10.7281/T1/KOTDPY/8640",2024-08-30 14:03:32
"70",6,"doi:10.7281/T1/KOTDPY/8641",2024-08-30 14:03:32
"71",6,"doi:10.7281/T1/KOTDPY/8642",2024-08-30 14:03:32
"72",7,"doi:10.7281/T1/EQKCFP/325",2023-10-20 13:46:16
"73",7,"doi:10.7281/T1/EQKCFP/326",2023-10-20 13:46:16
"74",7,"doi:10.7281/T1/EQKCFP/327",2023-10-20 13:46:16
"75",7,"doi:10.7281/T1/EQKCFP/328",2023-10-20 13:46:16
"76",7,"doi:10.7281/T1/EQKCFP/329",2023-10-20 13:46:16
"77",7,"doi:10.7281/T1/RDLYMJ/8650",2024-09-13 19:49:27
"78",7,"doi:10.7281/T1/RDLYMJ/8651",2024-09-13 19:49:27
"79",7,"doi:10.7281/T1/RDLYMJ/8652",2024-09-13 19:49:27
"80",7,"doi:10.7281/T1/RDLYMJ/8653",2024-09-13 19:49:27
"81",7,"doi:10.7281/T1/RDLYMJ/8654",2024-09-13 19:49:27
"82",7,"doi:10.7281/T1/RDLYMJ/8655",2024-09-13 19:49:27
"83",7,"doi:10.7281/T1/RDLYMJ/8656",2024-09-13 19:49:27
"84",7,"doi:10.7281/T1/RDLYMJ/8657",2024-09-13 19:49:27
"85",7,"doi:10.7281/T1/RDLYMJ/8658",2024-09-13 19:49:27
"86",7,"doi:10.7281/T1/RDLYMJ/8659",2024-09-13 19:49:27
"87",7,"doi:10.7281/T1/RDLYMJ/8660",2024-09-13 19:49:27
"88",7,"doi:10.7281/T1/RDLYMJ/8661",2024-09-13 19:49:27
"89",7,"doi:10.7281/T1/RDLYMJ/8662",2024-09-13 19:49:27
"90",7,"doi:10.7281/T1/RDLYMJ/8663",2024-09-13 19:49:27
"91",7,"doi:10.7281/T1/RDLYMJ/8664",2024-09-13 19:49:27
"92",7,"doi:10.7281/T1/RDLYMJ/8665",2024-09-13 19:49:27
"93",7,"doi:10.7281/T1/RDLYMJ/8666",2024-09-13 19:49:27
"94",8,"doi:10.7281/T1/NTWJAR/1016",2024-02-23 20:28:34
"95",8,"doi:10.7281/T1/NTWJAR/1017",2024-02-23 20:28:34
"96",8,"doi:10.7281/T1/NTWJAR/1018",2024-02-23 20:28:34
"97",8,"doi:10.7281/T1/NTWJAR/1019",2024-02-23 20:28:34
"98",8,"doi:10.7281/T1/NTWJAR/1020",2024-02-23 20:28:34
"99",8,"doi:10.7281/T1/NTWJAR/1021",2024-02-23 20:28:34
"100",8,"doi:10.7281/T1/NTWJAR/1022",2024-02-23 20:28:34
"101",8,"doi:10.7281/T1/NTWJAR/1023",2024-02-23 20:28:34
"102",8,"doi:10.7281/T1/NTWJAR/1024",2024-02-23 20:28:34
"103",8,"doi:10.7281/T1/NTWJAR/1025",2024-02-23 20:28:34
"104",8,"doi:10.7281/T1/NTWJAR/1026",2024-02-23 20:28:34
"105",8,"doi:10.7281/T1/NTWJAR/1027",2024-02-23 20:28:34
"106",8,"doi:10.7281/T1/NTWJAR/1028",2024-02-23 20:28:34
"107",8,"doi:10.7281/T1/NTWJAR/1029",2024-02-23 20:28:34
"108",8,"doi:10.7281/T1/NTWJAR/1030",2024-02-23 20:28:34
"109",9,"doi:10.7281/T1/IFSXNV/17UZYL",2020-10-15 12:47:22
"110",9,"doi:10.7281/T1/IFSXNV/DEZWK8",2020-10-15 12:47:22
"111",9,"doi:10.7281/T1/IFSXNV/EAN9GH",2020-10-15 12:47:22
"112",9,"doi:10.7281/T1/IFSXNV/DYGPDX",2020-10-15 12:47:22
"113",9,"doi:10.7281/T1/IFSXNV/SBORQA",2020-10-15 12:47:22
"114",9,"doi:10.7281/T1/IFSXNV/RM0YBV",2020-10-15 12:47:22
"115",9,"doi:10.7281/T1/IFSXNV/HNV0ZM",2020-10-15 12:47:22
"116",9,"doi:10.7281/T1/C304HZ/YBLLHT",2022-03-30 19:24:13
"117",9,"doi:10.7281/T1/C304HZ/VW7RAP",2022-03-30 19:24:13
"118",9,"doi:10.7281/T1/C304HZ/LCTR1O",2022-03-30 19:24:13
"119",9,"doi:10.7281/T1/C304HZ/ASRGBF",2022-03-30 19:24:13
"120",9,"doi:10.7281/T1/C304HZ/BHJHCW",2022-03-30 19:24:13
"121",9,"doi:10.7281/T1/C304HZ/LLP4UI",2022-03-30 19:24:13
"122",9,"doi:10.7281/T1/C304HZ/SNMOHX",2022-03-30 19:24:13
"123",9,"doi:10.7281/T1/C304HZ/XWJZDU",2022-03-30 19:24:13
"124",9,"doi:10.7281/T1/C304HZ/LLFMFS",2022-03-30 19:24:13
"125",9,"doi:10.7281/T1/C304HZ/AY6FXY",2022-03-30 19:24:13
"126",9,"doi:10.7281/T1/C304HZ/YECBNJ",2022-03-30 19:24:13
"127",9,"doi:10.7281/T1/C304HZ/AEW43M",2022-03-30 19:24:13
"128",9,"doi:10.7281/T1/C304HZ/RARCF5",2022-03-30 19:24:13
"129",9,"doi:10.7281/T1/C304HZ/FLLZGU",2022-03-30 19:24:13
"130",9,"doi:10.7281/T1/C304HZ/UICFUL",2022-03-30 19:24:13
"131",9,"doi:10.7281/T1/C304HZ/RXHJLG",2022-03-30 19:24:13
"132",9,"doi:10.7281/T1/C304HZ/YL0WBT",2022-03-30 19:24:13
"133",9,"doi:10.7281/T1/C304HZ/W9HFQP",2022-03-30 19:24:13
"134",9,"doi:10.7281/T1/C304HZ/P2EGTH",2022-03-30 19:24:13
"135",10,"doi:10.7281/T1/CCC69H/UBKSTK",2021-03-23 16:40:40
"136",11,"doi:10.7281/T1/AVOEQR/398",2023-10-12 07:54:20
"137",11,"doi:10.7281/T1/AVOEQR/399",2023-10-12 07:54:20
"138",11,"doi:10.7281/T1/AVOEQR/400",2023-10-12 07:54:20
"139",11,"doi:10.7281/T1/AVOEQR/401",2023-10-12 07:54:20
"140",11,"doi:10.7281/T1/AVOEQR/402",2023-10-12 07:54:20
"141",11,"doi:10.7281/T1/AVOEQR/403",2023-10-12 07:54:20
"142",12,"doi:10.7281/T1/SP6KO3/KDQZ92",2017-11-22 19:46:20
"143",13,"doi:10.7281/T19G5JRC/NR5JGV",2015-10-22
"144",13,"doi:10.7281/T1F769G3/443",2023-03-16 15:12:56
"145",13,"doi:10.7281/T1F769G3/444",2023-03-16 15:12:56
"146",13,"doi:10.7281/T1F769G3/445",2023-03-16 15:12:56
"147",13,"doi:10.7281/T1F769G3/446",2023-03-16 15:12:56
"148",13,"doi:10.7281/T1F769G3/447",2023-03-16 15:12:56
"149",13,"doi:10.7281/T1F769G3/448",2023-03-16 15:12:56
"150",13,"doi:10.7281/T1F769G3/449",2023-03-16 15:12:56
"151",14,"doi:10.7281/T1/UZIT7C/738",2023-12-05 19:53:32
"152",14,"doi:10.7281/T1/UZIT7C/739",2023-12-05 19:53:32
"153",14,"doi:10.7281/T1/UZIT7C/740",2023-12-05 19:53:32
"154",14,"doi:10.7281/T1/UZIT7C/741",2023-12-05 19:53:32
"155",14,"doi:10.7281/T1/UZIT7C/742",2023-12-05 19:53:32
"156",14,"doi:10.7281/T1/UZIT7C/743",2023-12-05 19:53:32
"157",14,"doi:10.7281/T1/UZIT7C/744",2023-12-05 19:53:32
"158",14,"doi:10.7281/T1/UZIT7C/745",2023-12-05 19:53:32
"159",14,"doi:10.7281/T1/UZIT7C/746",2023-12-05 19:53:32
"160",14,"doi:10.7281/T1/UZIT7C/747",2023-12-05 19:53:32
"161",14,"doi:10.7281/T1/UZIT7C/748",2023-12-05 19:53:32
"162",15,"doi:10.7281/T1/SWNGEP/MJYARQ",2021-05-07 14:09:25
"163",16,"doi:10.7281/T15Q4T12/0BMVQF",2015-06-18
"164",16,"doi:10.7281/T1/UDTJPD/8N24RY",2020-02-20 18:10:12
"165",16,"doi:10.7281/T1/UDTJPD/LBJAVI",2020-02-20 18:10:12
"166",16,"doi:10.7281/T1/UDTJPD/WHJPO9",2020-02-20 18:10:12
"167",16,"doi:10.7281/T1/UDTJPD/UMVLSS",2020-02-20 18:10:12
"168",16,"doi:10.7281/T1/UDTJPD/ZFQZ9R",2020-02-20 18:10:12
"169",16,"doi:10.7281/T1/UDTJPD/ZUVCWL",2020-02-20 18:10:12
"170",16,"doi:10.7281/T1/UDTJPD/OBO27Z",2020-02-20 18:10:12
"171",16,"doi:10.7281/T1/UDTJPD/DGDQBK",2020-02-20 18:10:12
"172",16,"doi:10.7281/T1/UDTJPD/AXX8VA",2020-02-20 18:10:12
"173",16,"doi:10.7281/T1/UDTJPD/GWTLI8",2020-02-20 18:10:12
"174",17,"doi:10.7281/T1/PXEROL/ADBD3W",2022-03-02 18:29:27
"175",17,"doi:10.7281/T1/PXEROL/WMVVCY",2022-03-02 18:29:27
"176",17,"doi:10.7281/T1/PXEROL/TRHRL2",2022-03-02 18:29:27
"177",18,"doi:10.7281/T1/DX9DL8/AOPI5O",2018-11-12 18:48:14
"178",18,"doi:10.7281/T1/DX9DL8/Y6R1D3",2018-11-12 18:48:14
"179",18,"doi:10.7281/T1/DX9DL8/MIDFDP",2018-11-12 18:48:14
"180",18,"doi:10.7281/T1/DX9DL8/ETOOUJ",2018-11-12 18:48:14
"181",18,"doi:10.7281/T1/DX9DL8/WWML0X",2018-11-12 18:48:14
"182",18,"doi:10.7281/T1/DX9DL8/7TXVGR",2018-11-12 18:48:14
"183",18,"doi:10.7281/T1/DX9DL8/78RVDX",2018-11-12 18:48:14
"184",18,"doi:10.7281/T1/DX9DL8/17SLVC",2018-11-12 18:48:14
"185",18,"doi:10.7281/T1/DX9DL8/FFK9JK",2018-11-12 18:48:14
"186",18,"doi:10.7281/T1/DX9DL8/HSLP3M",2018-11-12 18:48:14
"187",18,"doi:10.7281/T1/DX9DL8/XYDOWN",2018-11-12 18:48:14
"188",18,"doi:10.7281/T1/DX9DL8/733BS3",2018-11-12 18:48:14
"189",19,"doi:10.7281/T1/0HWVS1/8514",2024-06-28 14:02:28
"190",19,"doi:10.7281/T1/0HWVS1/8515",2024-06-28 14:02:28
"191",19,"doi:10.7281/T1/0HWVS1/8516",2024-06-28 14:02:28
"192",19,"doi:10.7281/T1/0HWVS1/8517",2024-06-28 14:02:28
"193",19,"doi:10.7281/T1/0HWVS1/8518",2024-06-28 14:02:28
"194",19,"doi:10.7281/T1/0HWVS1/8519",2024-06-28 14:02:28
"195",19,"doi:10.7281/T1/0HWVS1/8520",2024-06-28 14:02:28
"196",19,"doi:10.7281/T1/0HWVS1/8521",2024-06-28 14:02:28
"197",20,"doi:10.7281/T1F769G3/443",2023-03-16 15:12:56
"198",20,"doi:10.7281/T1F769G3/444",2023-03-16 15:12:56
"199",20,"doi:10.7281/T1F769G3/445",2023-03-16 15:12:56
"200",20,"doi:10.7281/T1F769G3/446",2023-03-16 15:12:56
"201",20,"doi:10.7281/T1F769G3/447",2023-03-16 15:12:56
"202",20,"doi:10.7281/T1F769G3/448",2023-03-16 15:12:56
"203",20,"doi:10.7281/T1F769G3/449",2023-03-16 15:12:56
"204",21,"doi:10.7281/T1/2PGJQU/145",2023-03-08 20:14:56
"205",21,"doi:10.7281/T1/2PGJQU/146",2023-03-08 20:14:56
"206",21,"doi:10.7281/T1/2PGJQU/147",2023-03-08 20:14:56
"207",21,"doi:10.7281/T1/IFSXNV/17UZYL",2020-10-15 12:47:22
"208",21,"doi:10.7281/T1/IFSXNV/DEZWK8",2020-10-15 12:47:22
"209",21,"doi:10.7281/T1/IFSXNV/EAN9GH",2020-10-15 12:47:22
"210",21,"doi:10.7281/T1/IFSXNV/DYGPDX",2020-10-15 12:47:22
"211",21,"doi:10.7281/T1/IFSXNV/SBORQA",2020-10-15 12:47:22
"212",21,"doi:10.7281/T1/IFSXNV/RM0YBV",2020-10-15 12:47:22
"213",21,"doi:10.7281/T1/IFSXNV/HNV0ZM",2020-10-15 12:47:22
"214",21,"doi:10.7281/T1/C304HZ/YBLLHT",2022-03-30 19:24:13
"215",21,"doi:10.7281/T1/C304HZ/VW7RAP",2022-03-30 19:24:13
"216",21,"doi:10.7281/T1/C304HZ/LCTR1O",2022-03-30 19:24:13
"217",21,"doi:10.7281/T1/C304HZ/ASRGBF",2022-03-30 19:24:13
"218",21,"doi:10.7281/T1/C304HZ/BHJHCW",2022-03-30 19:24:13
"219",21,"doi:10.7281/T1/C304HZ/LLP4UI",2022-03-30 19:24:13
"220",21,"doi:10.7281/T1/C304HZ/SNMOHX",2022-03-30 19:24:13
"221",21,"doi:10.7281/T1/C304HZ/XWJZDU",2022-03-30 19:24:13
"222",21,"doi:10.7281/T1/C304HZ/LLFMFS",2022-03-30 19:24:13
"223",21,"doi:10.7281/T1/C304HZ/AY6FXY",2022-03-30 19:24:13
"224",21,"doi:10.7281/T1/C304HZ/YECBNJ",2022-03-30 19:24:13
"225",21,"doi:10.7281/T1/C304HZ/AEW43M",2022-03-30 19:24:13
"226",21,"doi:10.7281/T1/C304HZ/RARCF5",2022-03-30 19:24:13
"227",21,"doi:10.7281/T1/C304HZ/FLLZGU",2022-03-30 19:24:13
"228",21,"doi:10.7281/T1/C304HZ/UICFUL",2022-03-30 19:24:13
"229",21,"doi:10.7281/T1/C304HZ/RXHJLG",2022-03-30 19:24:13
"230",21,"doi:10.7281/T1/C304HZ/YL0WBT",2022-03-30 19:24:13
"231",21,"doi:10.7281/T1/C304HZ/W9HFQP",2022-03-30 19:24:13
"232",21,"doi:10.7281/T1/C304HZ/P2EGTH",2022-03-30 19:24:13
"233",22,"doi:10.7281/T1/LQMJJM/478",2023-01-30 20:24:14
"234",22,"doi:10.7281/T1/LQMJJM/479",2023-01-30 20:24:14
"235",22,"doi:10.7281/T1/LQMJJM/480",2023-01-30 20:24:14
"236",22,"doi:10.7281/T1/LQMJJM/481",2023-01-30 20:24:14
"237",22,"doi:10.7281/T1/LQMJJM/482",2023-01-30 20:24:14
"238",22,"doi:10.7281/T1/LQMJJM/483",2023-01-30 20:24:14
"239",22,"doi:10.7281/T1/LQMJJM/484",2023-01-30 20:24:14
"240",23,"doi:10.7281/T1/7VKY8K/MCSMYU",2018-06-04 19:57:46
"241",23,"doi:10.7281/T1RF5RZ7/ENVNGB",2016-08-02
"242",23,"doi:10.7281/T1RF5RZ7/PWQT5N",2016-08-02
"243",24,"doi:10.7281/T1/K08BJZ/611",2022-09-06 17:25:29
"244",24,"doi:10.7281/T1/K08BJZ/612",2022-09-06 17:25:29
"245",24,"doi:10.7281/T1/K08BJZ/613",2022-09-06 17:25:29
"246",24,"doi:10.7281/T1/K08BJZ/614",2022-09-06 17:25:29
"247",24,"doi:10.7281/T1/K08BJZ/615",2022-09-06 17:25:29
"248",24,"doi:10.7281/T1/K08BJZ/616",2022-09-06 17:25:29
"249",24,"doi:10.7281/T1/K08BJZ/617",2022-09-06 17:25:29
"250",24,"doi:10.7281/T1/K08BJZ/618",2022-09-06 17:25:29
"251",24,"doi:10.7281/T1/K08BJZ/619",2022-09-06 17:25:29
"252",24,"doi:10.7281/T1/NL3HTW/RX1XXT",2022-02-28 19:23:58
"253",24,"doi:10.7281/T1/NL3HTW/5BH2ZB",2022-02-28 19:23:58
"254",24,"doi:10.7281/T1/NL3HTW/MXEI6E",2022-02-28 19:23:58
"255",24,"doi:10.7281/T1/NL3HTW/BUBIJT",2022-02-28 19:23:58
"256",24,"doi:10.7281/T1/NL3HTW/SYI3WV",2022-02-28 19:23:58
"257",24,"doi:10.7281/T1/NL3HTW/711",2023-05-16 18:53:51
"258",24,"doi:10.7281/T1/NL3HTW/TYJPN1",2022-02-28 19:23:58
"259",24,"doi:10.7281/T1/NL3HTW/EWUKUS",2022-02-28 19:23:58
"260",24,"doi:10.7281/T1/NL3HTW/MOCNSX",2022-02-28 19:23:58
"261",24,"doi:10.7281/T1/NL3HTW/715",2023-05-16 18:53:51
"262",25,"doi:10.7281/T1/HW66X3/251",2024-02-13 18:07:50
"263",25,"doi:10.7281/T1/HW66X3/252",2024-02-13 18:07:50
"264",25,"doi:10.7281/T1/HW66X3/253",2024-02-13 18:07:50
"265",25,"doi:10.7281/T1/HW66X3/254",2024-02-13 18:07:50
"266",25,"doi:10.7281/T1/XGVRX0/CSZJIE",2022-06-23 16:11:51
"267",25,"doi:10.7281/T1/XGVRX0/EOZVW3",2022-06-23 16:11:51
"268",25,"doi:10.7281/T1/XGVRX0/UWUCBO",2022-06-23 16:11:51
"269",25,"doi:10.7281/T1/XGVRX0/CIUD6S",2022-06-23 16:11:51
"270",25,"doi:10.7281/T1/XGVRX0/HPFCXZ",2022-06-23 16:11:51
"271",25,"doi:10.7281/T1/XGVRX0/ZDUIAE",2022-06-23 16:11:51
"272",25,"doi:10.7281/T1/XGVRX0/KFHURH",2022-06-23 16:11:51
"273",25,"doi:10.7281/T1/XGVRX0/XWZZ6A",2022-06-23 16:11:51
"274",25,"doi:10.7281/T1/XGVRX0/D9WXEI",2022-06-23 16:11:51
"275",25,"doi:10.7281/T1/I0H3GY/796",2023-07-21 20:11:46
"276",25,"doi:10.7281/T1/I0H3GY/797",2023-07-21 20:11:46
"277",25,"doi:10.7281/T1/I0H3GY/798",2023-07-21 20:11:46
"278",25,"doi:10.7281/T1/I0H3GY/799",2023-07-21 20:11:46
"279",25,"doi:10.7281/T1/I0H3GY/800",2023-07-21 20:11:46
"280",25,"doi:10.7281/T1/I0H3GY/801",2023-07-21 20:11:46
"281",25,"doi:10.7281/T1/I0H3GY/802",2023-07-21 20:11:46
"282",25,"doi:10.7281/T1/I0H3GY/803",2023-07-21 20:11:46
"283",25,"doi:10.7281/T1/I0H3GY/804",2023-07-21 20:11:46
"284",25,"doi:10.7281/T1/I0H3GY/805",2023-07-21 20:11:46
"285",25,"doi:10.7281/T1/I0H3GY/806",2023-07-21 20:11:46
"286",25,"doi:10.7281/T1/I0H3GY/807",2023-07-21 20:11:46
"287",25,"doi:10.7281/T1/U5GUV3/1140",2023-08-16 16:21:51
"288",25,"doi:10.7281/T1/U5GUV3/1141",2023-08-16 16:21:51
"289",25,"doi:10.7281/T1/U5GUV3/1142",2023-08-16 16:21:51
"290",25,"doi:10.7281/T1/U5GUV3/1143",2023-08-16 16:21:51
"291",25,"doi:10.7281/T1/U5GUV3/1144",2023-08-16 16:21:51
"292",25,"doi:10.7281/T1/U5GUV3/1145",2023-08-16 16:21:51
"293",25,"doi:10.7281/T1/U5GUV3/1146",2023-08-16 16:21:51
"294",25,"doi:10.7281/T1/U5GUV3/1147",2023-08-16 16:21:51
"295",25,"doi:10.7281/T1/U5GUV3/1148",2023-08-16 16:21:51
"296",25,"doi:10.7281/T1/U5GUV3/1149",2023-08-16 16:21:51
"297",25,"doi:10.7281/T1/U5GUV3/1150",2023-08-16 16:21:51
"298",25,"doi:10.7281/T1/U5GUV3/1151",2023-08-16 16:21:51
"299",25,"doi:10.7281/T1/U5GUV3/1152",2023-08-16 16:21:51
"300",25,"doi:10.7281/T1/U5GUV3/1153",2023-08-16 16:21:51
"301",25,"doi:10.7281/T1/U5GUV3/1154",2023-08-16 16:21:51
"302",25,"doi:10.7281/T1/U5GUV3/1155",2023-08-16 16:21:51
"303",25,"doi:10.7281/T1/U5GUV3/1156",2023-08-16 16:21:51
"304",25,"doi:10.7281/T1/U5GUV3/1157",2023-08-16 16:21:51
"305",25,"doi:10.7281/T1/U5GUV3/1158",2023-08-16 16:21:51
"306",25,"doi:10.7281/T1/U5GUV3/1159",2023-08-16 16:21:51
"307",25,"doi:10.7281/T1/U5GUV3/1160",2023-08-16 16:21:51
"308",25,"doi:10.7281/T1/U5GUV3/1161",2023-08-16 16:21:51
"309",25,"doi:10.7281/T1/IHPXXR/1182",2023-05-15 17:37:25
"310",25,"doi:10.7281/T1/IHPXXR/1183",2023-05-15 17:37:25
"311",25,"doi:10.7281/T1/IHPXXR/1184",2023-05-15 17:37:25
"312",25,"doi:10.7281/T1/IHPXXR/1185",2023-05-15 17:37:25
"313",25,"doi:10.7281/T1/IHPXXR/1186",2023-05-15 17:37:25
"314",25,"doi:10.7281/T1/IHPXXR/1187",2023-05-15 17:37:25
"315",25,"doi:10.7281/T1/IHPXXR/1188",2023-05-15 17:37:25
"316",25,"doi:10.7281/T1/IHPXXR/1189",2023-05-15 17:37:25
"317",25,"doi:10.7281/T1/IHPXXR/1190",2023-05-15 17:37:25
"318",25,"doi:10.7281/T1/IHPXXR/1191",2023-05-15 17:37:25
"319",25,"doi:10.7281/T1/IHPXXR/1192",2023-05-15 17:37:25
"320",25,"doi:10.7281/T1/IHPXXR/1193",2023-05-15 17:37:25
"321",25,"doi:10.7281/T1/IHPXXR/1194",2023-05-15 17:37:25
"322",25,"doi:10.7281/T1/IHPXXR/1195",2023-05-15 17:37:25
"323",25,"doi:10.7281/T1/IHPXXR/1196",2023-05-15 17:37:25
"324",25,"doi:10.7281/T1/IHPXXR/1197",2023-05-15 17:37:25
"325",25,"doi:10.7281/T1/IHPXXR/1198",2023-05-15 17:37:25
"326",25,"doi:10.7281/T1/IHPXXR/1199",2023-05-15 17:37:25
"327",25,"doi:10.7281/T1/IHPXXR/1200",2023-05-15 17:37:25
"328",25,"doi:10.7281/T1/IHPXXR/1201",2023-05-15 17:37:25
"329",25,"doi:10.7281/T1/IHPXXR/1202",2023-05-15 17:37:25
"330",25,"doi:10.7281/T1/IHPXXR/1203",2023-05-15 17:37:25
"331",25,"doi:10.7281/T1/IHPXXR/1204",2023-05-15 17:37:25
"332",25,"doi:10.7281/T1/RE5GOK/8643",2024-08-29 15:44:03
"333",25,"doi:10.7281/T1/RE5GOK/8644",2024-08-29 15:44:03
"334",25,"doi:10.7281/T1/RE5GOK/8645",2024-08-29 15:44:03
"335",25,"doi:10.7281/T1/RE5GOK/8646",2024-08-29 15:44:03
"336",25,"doi:10.7281/T1/RE5GOK/8647",2024-08-29 15:44:03
"337",25,"doi:10.7281/T1/RE5GOK/8648",2024-08-29 15:44:03
"338",25,"doi:10.7281/T1/RE5GOK/8649",2024-08-29 15:44:03
"339",26,"doi:10.7281/T1/JYAHTN/S9ZLYN",2020-11-24 12:54:16
"340",26,"doi:10.7281/T1/JYAHTN/3I1JIH",2020-11-24 12:54:16
"341",26,"doi:10.7281/T1/JYAHTN/XARILK",2020-11-24 12:54:16
"342",26,"doi:10.7281/T1/JYAHTN/YEPZ47",2020-11-24 12:54:16
"343",26,"doi:10.7281/T1/RECXQW/HIRX7X",2022-01-10 16:51:56
